DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2018-11-05	30120429	Schlauch KA	2018-08-17	Int J Obes (Lond)	www.ncbi.nlm.nih.gov/pubmed/30120429	Single-nucleotide polymorphisms in a cohort of significantly obese women without cardiometabolic diseases.	Obesity without metabolic disease	38 European ancestry cases, 32 European ancestry non-obese controls	NA	11p15.5	11	2722629		KCNQ1			3784			rs2283208-?	rs2283208	0	2283208	intron_variant	0	NR	2E-6	5.698970004336019		4.0412416		Affymetrix [710007]	N	metabolically healthy obesity	http://www.ebi.ac.uk/efo/EFO_0009382	GCST006492	Genome-wide genotyping array
2018-11-05	30120429	Schlauch KA	2018-08-17	Int J Obes (Lond)	www.ncbi.nlm.nih.gov/pubmed/30120429	Single-nucleotide polymorphisms in a cohort of significantly obese women without cardiometabolic diseases.	Obesity without metabolic disease	38 European ancestry cases, 32 European ancestry non-obese controls	NA	6q26	6	163755234		LOC107986666			107986666			rs6928576-?	rs6928576	0	6928576	intron_variant	0	NR	1E-6	6.0		4.5587687		Affymetrix [710007]	N	metabolically healthy obesity	http://www.ebi.ac.uk/efo/EFO_0009382	GCST006492	Genome-wide genotyping array
2018-11-05	30120429	Schlauch KA	2018-08-17	Int J Obes (Lond)	www.ncbi.nlm.nih.gov/pubmed/30120429	Single-nucleotide polymorphisms in a cohort of significantly obese women without cardiometabolic diseases.	Obesity without metabolic disease	38 European ancestry cases, 32 European ancestry non-obese controls	NA	6q26	6	163756289		LOC107986666			107986666			rs10945918-?	rs10945918	0	10945918	intron_variant	0	NR	1E-6	6.0		4.5587687		Affymetrix [710007]	N	metabolically healthy obesity	http://www.ebi.ac.uk/efo/EFO_0009382	GCST006492	Genome-wide genotyping array
2018-11-05	30120429	Schlauch KA	2018-08-17	Int J Obes (Lond)	www.ncbi.nlm.nih.gov/pubmed/30120429	Single-nucleotide polymorphisms in a cohort of significantly obese women without cardiometabolic diseases.	Obesity without metabolic disease	38 European ancestry cases, 32 European ancestry non-obese controls	NA	6q26	6	163755424		LOC107986666			107986666			rs6902153-?	rs6902153	0	6902153	intron_variant	0	NR	1E-6	6.0		4.5587687		Affymetrix [710007]	N	metabolically healthy obesity	http://www.ebi.ac.uk/efo/EFO_0009382	GCST006492	Genome-wide genotyping array
2012-08-10	23505185	Plourde M	2012-06-28	Obesity (Silver Spring)	www.ncbi.nlm.nih.gov/pubmed/23505185	A variant in the LRRFIP1 gene is associated with adiposity and inflammation.	Adiposity	928 French Canadian individuals	NA	2q37.3	2	237763782	LRRFIP1	LRRFIP1			9208			rs11680012-C	rs11680012	0	11680012	missense_variant	0	0.05	4E-6	5.3979400086720375	(TAT)	0.581	[NR] cm2 increase	Illumina [543714]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001583	Genome-wide genotyping array
2011-05-28	21552555	Wang K	2011-04-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21552555	A genome-wide association study on obesity and obesity-related traits.	Obesity	520 European ancestry cases, 540 European ancestry controls	1,196 European ancestry individuals	16q12.2	16	53779455	FTO	FTO			79068			rs17817449-?	rs17817449	0	17817449	intron_variant	0	NR	2E-12	11.698970004336019	(obesity)			Illumina [~ 550000]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001057	Genome-wide genotyping array
2011-05-28	21552555	Wang K	2011-04-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21552555	A genome-wide association study on obesity and obesity-related traits.	Obesity	520 European ancestry cases, 540 European ancestry controls	1,196 European ancestry individuals	2q31.3	2	180497652	UBE2E3	LOC105373769 - LOC105373770	105373769	105373770		65272	68932	rs16867321-?	rs16867321	0	16867321	intergenic_variant	1	NR	2E-6	5.698970004336019	(obesity)			Illumina [~ 550000]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001057	Genome-wide genotyping array
2011-05-28	21552555	Wang K	2011-04-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21552555	A genome-wide association study on obesity and obesity-related traits.	Obesity	520 European ancestry cases, 540 European ancestry controls	1,196 European ancestry individuals	4q35.2	4	186757712	FAT1, MTNR1A	FAT1 - LOC102723906	2195	102723906		30797	82951	rs925642-?	rs925642	0	925642	regulatory_region_variant	1	NR	7E-6	5.154901959985743	(obesity)			Illumina [~ 550000]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001057	Genome-wide genotyping array
2011-05-28	21552555	Wang K	2011-04-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21552555	A genome-wide association study on obesity and obesity-related traits.	Obesity	520 European ancestry cases, 540 European ancestry controls	1,196 European ancestry individuals	8p22	8	18120141	ASAH1	LOC101929066 - NAT1	101929066	9		22490	50278	rs17126232-?	rs17126232	0	17126232	intergenic_variant	1	NR	4E-7	6.3979400086720375	(BMI)			Illumina [~ 550000]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001057	Genome-wide genotyping array
2011-05-28	21552555	Wang K	2011-04-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21552555	A genome-wide association study on obesity and obesity-related traits.	Obesity	520 European ancestry cases, 540 European ancestry controls	1,196 European ancestry individuals	7q22.2	7	104863366	LHFPL3	LHFPL3			375612			rs10953454-?	rs10953454	0	10953454	intron_variant	0	NR	7E-7	6.154901959985743	(HIP)			Illumina [~ 550000]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001057	Genome-wide genotyping array
2011-05-28	21552555	Wang K	2011-04-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21552555	A genome-wide association study on obesity and obesity-related traits.	Obesity	520 European ancestry cases, 540 European ancestry controls	1,196 European ancestry individuals	8p22	8	18120141	ASAH1	LOC101929066 - NAT1	101929066	9		22490	50278	rs17126232-?	rs17126232	0	17126232	intergenic_variant	1	NR	2E-7	6.698970004336019	(HIP)			Illumina [~ 550000]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001057	Genome-wide genotyping array
2011-05-28	21552555	Wang K	2011-04-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21552555	A genome-wide association study on obesity and obesity-related traits.	Obesity	520 European ancestry cases, 540 European ancestry controls	1,196 European ancestry individuals	16q23.1	16	78918542	WWOX	WWOX			51741			rs9923451-?	rs9923451	0	9923451	intron_variant	0	NR	8E-7	6.096910013008056	(HIP)			Illumina [~ 550000]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001057	Genome-wide genotyping array
2011-05-28	21552555	Wang K	2011-04-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21552555	A genome-wide association study on obesity and obesity-related traits.	Obesity	520 European ancestry cases, 540 European ancestry controls	1,196 European ancestry individuals	22q12.1	22	27982484	PITPNB	TTC28-AS1, TTC28			284900, 23331			rs5762430-?	rs5762430	0	5762430	synonymous_variant	0	NR	7E-7	6.154901959985743	(HIP)			Illumina [~ 550000]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001057	Genome-wide genotyping array
2011-05-28	21552555	Wang K	2011-04-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21552555	A genome-wide association study on obesity and obesity-related traits.	Obesity	520 European ancestry cases, 540 European ancestry controls	1,196 European ancestry individuals	21q21.1	21	21317024	NCAM2	NCAM2			4685			rs11088859-?	rs11088859	0	11088859	intron_variant	0	NR	4E-8	7.3979400086720375	(waist)			Illumina [~ 550000]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001057	Genome-wide genotyping array
2011-05-28	21552555	Wang K	2011-04-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21552555	A genome-wide association study on obesity and obesity-related traits.	Obesity	520 European ancestry cases, 540 European ancestry controls	1,196 European ancestry individuals	8p22	8	18120141	ASAH1	LOC101929066 - NAT1	101929066	9		22490	50278	rs17126232-?	rs17126232	0	17126232	intergenic_variant	1	NR	8E-8	7.096910013008056	(weight)			Illumina [~ 550000]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001057	Genome-wide genotyping array
2011-05-28	21552555	Wang K	2011-04-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21552555	A genome-wide association study on obesity and obesity-related traits.	Obesity	520 European ancestry cases, 540 European ancestry controls	1,196 European ancestry individuals	13q21.32	13	66393490	PCDH9	PCDH9			5101			rs17081231-?	rs17081231	0	17081231	intron_variant	0	NR	7E-7	6.154901959985743	(weight)			Illumina [~ 550000]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001057	Genome-wide genotyping array
2011-05-28	21552555	Wang K	2011-04-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21552555	A genome-wide association study on obesity and obesity-related traits.	Obesity	520 European ancestry cases, 540 European ancestry controls	1,196 European ancestry individuals	2q14.2	2	120437605	INHBB	INHBB - LINC01101	3625	84931		85798	26730	rs7581710-?	rs7581710	0	7581710	regulatory_region_variant	1	NR	2E-7	6.698970004336019	(WHR)			Illumina [~ 550000]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001057	Genome-wide genotyping array
2011-05-28	21552555	Wang K	2011-04-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21552555	A genome-wide association study on obesity and obesity-related traits.	Obesity	520 European ancestry cases, 540 European ancestry controls	1,196 European ancestry individuals	6q23.2	6	131488780	ARG1	RPL21P67 - ARG1	100271180	383		19212	84379	rs2807278-?	rs2807278	0	2807278	intergenic_variant	1	NR	3E-7	6.522878745280337	(WHR)			Illumina [~ 550000]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001057	Genome-wide genotyping array
2011-05-28	21552555	Wang K	2011-04-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21552555	A genome-wide association study on obesity and obesity-related traits.	Obesity	520 European ancestry cases, 540 European ancestry controls	1,196 European ancestry individuals	14q24.3	14	78319734	NRXN3	NRXN3			9369			rs11624704-?	rs11624704	0	11624704	intron_variant	0	NR	3E-9	8.522878745280337	(WHR)			Illumina [~ 550000]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001057	Genome-wide genotyping array
2013-08-28	23818313	Kim HJ	2012-11-06	Obesity (Silver Spring)	www.ncbi.nlm.nih.gov/pubmed/23818313	Combined linkage and association analyses identify a novel locus for obesity near PROX1 in Asians.	Obesity	756 Mongolian ancestry individuals from 55 families	1,301 Korean ancestry individuals	5q14.1	5	79803175	CMYA5	CMYA5 - LOC102724557	202333	102724557		2949	37462	rs259067-A	rs259067	0	259067	intron_variant	1	0.47	1E-6	6.0	(BMI)			Illumina [567072]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001732	Genome-wide genotyping array
2013-08-28	23818313	Kim HJ	2012-11-06	Obesity (Silver Spring)	www.ncbi.nlm.nih.gov/pubmed/23818313	Combined linkage and association analyses identify a novel locus for obesity near PROX1 in Asians.	Obesity	756 Mongolian ancestry individuals from 55 families	1,301 Korean ancestry individuals	7q31.1	7	114989231	MDFIC	MDFIC			29969			rs7784447-A	rs7784447	0	7784447	intron_variant	0	0.11	4E-6	5.3979400086720375	(BMI)			Illumina [567072]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001732	Genome-wide genotyping array
2013-08-28	23818313	Kim HJ	2012-11-06	Obesity (Silver Spring)	www.ncbi.nlm.nih.gov/pubmed/23818313	Combined linkage and association analyses identify a novel locus for obesity near PROX1 in Asians.	Obesity	756 Mongolian ancestry individuals from 55 families	1,301 Korean ancestry individuals	1q32.3	1	213737151	PROX1	LOC105372912			105372912			rs1704198-A	rs1704198	0	1704198	intron_variant	0	0.19	4E-7	6.3979400086720375	(WC)			Illumina [567072]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001732	Genome-wide genotyping array
2015-05-12	22013104	Melka MG	2011-10-19	J Clin Endocrinol Metab	www.ncbi.nlm.nih.gov/pubmed/22013104	Genome-wide scan for loci of adolescent obesity and their relationship with blood pressure.	Obesity-related traits	598 French Canadian founder adolescent individuals	NA	9p13.2	9	36969208	PAX5	PAX5			5079			rs16933812-?	rs16933812	0	16933812	intron_variant	0		5E-6	5.301029995663981	(BMI)			Illumina [530011]	N	body mass index, obesity	http://www.ebi.ac.uk/efo/EFO_0004340, http://www.ebi.ac.uk/efo/EFO_0001073	GCST001288	Genome-wide genotyping array
2015-05-12	22013104	Melka MG	2011-10-19	J Clin Endocrinol Metab	www.ncbi.nlm.nih.gov/pubmed/22013104	Genome-wide scan for loci of adolescent obesity and their relationship with blood pressure.	Obesity-related traits	598 French Canadian founder adolescent individuals	NA	3q23	3	139185143	MRPS22	BPESC1 - PISRT1	60467	140464		59976	47849	rs7638110-?	rs7638110	0	7638110	intron_variant	1		5E-8	7.301029995663981	(BMI)			Illumina [530011]	N	body mass index, obesity	http://www.ebi.ac.uk/efo/EFO_0004340, http://www.ebi.ac.uk/efo/EFO_0001073	GCST001288	Genome-wide genotyping array
2015-05-12	22013104	Melka MG	2011-10-19	J Clin Endocrinol Metab	www.ncbi.nlm.nih.gov/pubmed/22013104	Genome-wide scan for loci of adolescent obesity and their relationship with blood pressure.	Obesity-related traits	598 French Canadian founder adolescent individuals	NA	9p13.2	9	36969208	PAX5	PAX5			5079			rs16933812-?	rs16933812	0	16933812	intron_variant	0		9E-9	8.045757490560675	(TFM)			Illumina [530011]	N	fat body mass, obesity	http://www.ebi.ac.uk/efo/EFO_0005409, http://www.ebi.ac.uk/efo/EFO_0001073	GCST001288	Genome-wide genotyping array
2015-05-12	22013104	Melka MG	2011-10-19	J Clin Endocrinol Metab	www.ncbi.nlm.nih.gov/pubmed/22013104	Genome-wide scan for loci of adolescent obesity and their relationship with blood pressure.	Obesity-related traits	598 French Canadian founder adolescent individuals	NA	3q23	3	139185143	MRPS22	BPESC1 - PISRT1	60467	140464		59976	47849	rs7638110-?	rs7638110	0	7638110	intron_variant	1		2E-6	5.698970004336019	(TFM)			Illumina [530011]	N	fat body mass, obesity	http://www.ebi.ac.uk/efo/EFO_0005409, http://www.ebi.ac.uk/efo/EFO_0001073	GCST001288	Genome-wide genotyping array
2015-05-12	22013104	Melka MG	2011-10-19	J Clin Endocrinol Metab	www.ncbi.nlm.nih.gov/pubmed/22013104	Genome-wide scan for loci of adolescent obesity and their relationship with blood pressure.	Obesity-related traits	598 French Canadian founder adolescent individuals	NA	18q21.32	18	60295884	MC4R	LOC105372155			105372155			rs17773430-?	rs17773430	0	17773430	intron_variant	0		6E-6	5.221848749616356	(BMI)			Illumina [530011]	N	body mass index, obesity	http://www.ebi.ac.uk/efo/EFO_0004340, http://www.ebi.ac.uk/efo/EFO_0001073	GCST001288	Genome-wide genotyping array
2008-09-15	18159244	Hinney A	2007-12-26	PLoS One	www.ncbi.nlm.nih.gov/pubmed/18159244	Genome wide association (GWA) study for early onset extreme obesity supports the role of fat mass and obesity associated gene (FTO) variants.	Obesity (early onset extreme)	487 European ancestry cases, 442 European ancestry controls	2,269 European ancestry individuals from 644 families	16q12.2	16	53775335	FTO	FTO			79068			rs1121980-T	rs1121980	0	1121980	intron_variant	0	0.41	1E-7	7.0		1.66	[1.37-2.01]	Affymetrix [440794]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST000129	Genome-wide genotyping array
2009-07-01	19553259	Cotsapas C	2009-06-24	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19553259	Common body mass index-associated variants confer risk of extreme obesity.	Obesity (extreme)	775 European ancestry cases, 3,197 European ancestry controls	NA	16q12.2	16	53791576	FTO	FTO			79068			rs9941349-T	rs9941349	0	9941349	intron_variant	0	0.43	6E-12	11.221848749616356		1.48	[1.33-1.66]	Illumina [457251]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST000426	Genome-wide genotyping array
2009-07-01	19553259	Cotsapas C	2009-06-24	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19553259	Common body mass index-associated variants confer risk of extreme obesity.	Obesity (extreme)	775 European ancestry cases, 3,197 European ancestry controls	NA	10p11.21	10	37693169	ZNF248	LOC105376498 - ZNF248	105376498	57209		12861	65283	rs7474896-T	rs7474896	0	7474896	intergenic_variant	1	0.14	9E-7	6.045757490560675		1.46	[1.25-1.69]	Illumina [457251]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST000426	Genome-wide genotyping array
2009-07-01	19553259	Cotsapas C	2009-06-24	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19553259	Common body mass index-associated variants confer risk of extreme obesity.	Obesity (extreme)	775 European ancestry cases, 3,197 European ancestry controls	NA	2p16.1	2	54929493	RTN4	EML6			400954			rs6726292-G	rs6726292	0	6726292	intron_variant	0	0.73	1E-6	6.0		1.39	[1.22-1.59]	Illumina [457251]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST000426	Genome-wide genotyping array
2009-07-01	19553259	Cotsapas C	2009-06-24	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19553259	Common body mass index-associated variants confer risk of extreme obesity.	Obesity (extreme)	775 European ancestry cases, 3,197 European ancestry controls	NA	6p21.31	6	33656956	ITPR3	ITPR3			3710			rs999943-T	rs999943	0	999943	intron_variant	0	0.72	1E-6	6.0		1.37	[1.20-1.56]	Illumina [457251]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST000426	Genome-wide genotyping array
2009-07-01	19553259	Cotsapas C	2009-06-24	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19553259	Common body mass index-associated variants confer risk of extreme obesity.	Obesity (extreme)	775 European ancestry cases, 3,197 European ancestry controls	NA	4q26	4	117171981	TRAM1L1	LOC105377388 - LOC105377389	105377388	105377389		66450	143383	rs10433903-T	rs10433903	0	10433903	intergenic_variant	1	0.66	3E-6	5.522878745280337		1.33	[1.19-1.52]	Illumina [457251]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST000426	Genome-wide genotyping array
2009-07-01	19553259	Cotsapas C	2009-06-24	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19553259	Common body mass index-associated variants confer risk of extreme obesity.	Obesity (extreme)	775 European ancestry cases, 3,197 European ancestry controls	NA	11p14.2	11	26583784	MUC15	ANO3			63982			rs12295638-C	rs12295638	0	12295638	intron_variant	0	0.10	4E-6	5.3979400086720375		1.49	[1.26-1.77]	Illumina [457251]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST000426	Genome-wide genotyping array
2009-07-01	19553259	Cotsapas C	2009-06-24	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19553259	Common body mass index-associated variants confer risk of extreme obesity.	Obesity (extreme)	775 European ancestry cases, 3,197 European ancestry controls	NA	5q23.3	5	128363682	FBN2	FBN2			2201			rs374748-G	rs374748	0	374748	intron_variant	0	0.11	4E-6	5.3979400086720375		1.47	[1.25-1.73]	Illumina [457251]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST000426	Genome-wide genotyping array
2009-07-01	19553259	Cotsapas C	2009-06-24	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19553259	Common body mass index-associated variants confer risk of extreme obesity.	Obesity (extreme)	775 European ancestry cases, 3,197 European ancestry controls	NA	3p24.2	3	25518740	RARB	RARB			5915			rs1435703-T	rs1435703	0	1435703	intron_variant	0	0.06	4E-6	5.3979400086720375		1.66	[1.34-2.06]	Illumina [457251]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST000426	Genome-wide genotyping array
2009-07-01	19553259	Cotsapas C	2009-06-24	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19553259	Common body mass index-associated variants confer risk of extreme obesity.	Obesity (extreme)	775 European ancestry cases, 3,197 European ancestry controls	NA	3p24.3	3	16366982	RAFTLIN	OXNAD1, RFTN1			92106, 23180			rs12635698-C	rs12635698	0	12635698	intron_variant	0	0.15	5E-6	5.301029995663981		1.41	[1.21-1.63]	Illumina [457251]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST000426	Genome-wide genotyping array
