DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	20p12.1	20	16760180	OTOR	OTOR - LOC105372543	56914	105372543		8016	205258	rs4491792-?	rs4491792	0	4491792	intron_variant	1	NR	4E-6	5.3979400086720375	(Whole cohort; EA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	8q24.22	8	133258305	NDRG1	NDRG1			10397			rs2272651-?	rs2272651	0	2272651	intron_variant	0	NR	3E-6	5.522878745280337	(Whole cohort; EA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	9q22.33	9	98490944	GABBR2	GABBR2			9568			rs2779551-?	rs2779551	0	2779551	intron_variant	0	NR	2E-6	5.698970004336019	(Whole cohort; EA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	10q21.1	10	55789536	MTRNR2L5	LOC100419872 - ZWINT	100419872	11130		41726	567721	rs16907840-?	rs16907840	0	16907840	intergenic_variant	1	NR	8E-6	5.096910013008056	(Whole cohort; EA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	7p12.1	7	51938719	COBL	LOC105375278 - LOC107986738	105375278	107986738		221051	77994	rs406001-?	rs406001	0	406001	intergenic_variant	1	NR	3E-8	7.522878745280337	(Trauma exposed controls; EA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	4q32.3	4	165951384	TLL1	TLL1			7092			rs6812849-?	rs6812849	0	6812849	intron_variant	0	NR	5E-7	6.301029995663981	(Trauma exposed controls; EA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	1q44	1	243852691	AKT3	AKT3 - LOC339529	10000	339529		1612	64711	rs4430311-?	rs4430311	0	4430311	intergenic_variant	1	NR	6E-6	5.221848749616356	(Trauma exposed controls; EA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	4q13.1	4	64526494	TECRL	DPP3P1 - MTCO3P27	391657	107075183		93060	79924	rs1425392-?	rs1425392	0	1425392	intergenic_variant	1	NR	7E-6	5.154901959985743	(Trauma exposed controls; EA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	8q23.3	8	114566078	TRPS1	LOC100420746 - CARSP2	100420746	106481707		247147	225575	rs7014900-?	rs7014900	0	7014900	intergenic_variant	1	NR	2E-6	5.698970004336019	(Whole cohort; AA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	2p13.1	2	74236439	SLC4A5	SLC4A5			57835			rs13006863-?	rs13006863	0	13006863	intron_variant	0	NR	3E-6	5.522878745280337	(Whole cohort; AA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	14q21.3	14	48957639	RPS29	LOC105378178			105378178			rs7158872-?	rs7158872	0	7158872	intergenic_variant	0	NR	2E-6	5.698970004336019	(Whole cohort; AA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	8q24.21	8	129946705	FAM49B	FAM49B			51571			rs16904179-?	rs16904179	0	16904179	intron_variant	0	NR	7E-7	6.154901959985743	(Whole cohort; AA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	3q26.32	3	179064233	ZMAT3	ZMAT3			64393			rs4955793-?	rs4955793	0	4955793	intron_variant	0	NR	2E-6	5.698970004336019	(Whole cohort; AA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	17q24.2	17	66451047	PRKCA	PRKCA			5578			rs7207499-?	rs7207499	0	7207499	intron_variant	0	NR	5E-6	5.301029995663981	(Whole cohort; AA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	8q23.3	8	114566078	TRPS1	LOC100420746 - CARSP2	100420746	106481707		247147	225575	rs7014900-?	rs7014900	0	7014900	intergenic_variant	1	NR	4E-6	5.3979400086720375	(Trauma exposed controls; AA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	14q21.3	14	48957639	RPS29	LOC105378178			105378178			rs7158872-?	rs7158872	0	7158872	intergenic_variant	0	NR	3E-6	5.522878745280337	(Trauma exposed controls; AA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	10q23.1	10	85848703	GRIN1	GRID1			2894			rs7076096-?	rs7076096	0	7076096	intron_variant	0	NR	5E-6	5.301029995663981	(Trauma exposed controls; AA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
2016-01-15	26114229	Ashley-Koch AE	2015-06-12	J Affect Disord	www.ncbi.nlm.nih.gov/pubmed/26114229	Genome-wide association study of posttraumatic stress disorder in a cohort of Iraq-Afghanistan era veterans.	Post-traumatic stress disorder	949 non-Hispanic black individuals, 759 European ancestry individuals	NA	15q14	15	34768262	AK092087	LOC101928174			101928174			rs12232346-?	rs12232346	0	12232346	intron_variant	0	NR	2E-6	5.698970004336019			[NR]	Illumina [up to 5616481] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002963	Genome-wide genotyping array
2016-01-15	26114229	Ashley-Koch AE	2015-06-12	J Affect Disord	www.ncbi.nlm.nih.gov/pubmed/26114229	Genome-wide association study of posttraumatic stress disorder in a cohort of Iraq-Afghanistan era veterans.	Post-traumatic stress disorder	949 non-Hispanic black individuals, 759 European ancestry individuals	NA	11p12	11	41798900	intergenic	LINC01499			102723644			rs10768747-?	rs10768747	0	10768747	intron_variant	0	NR	5E-6	5.301029995663981	AA	1.66	[NR]	Illumina [up to 5616481] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002963	Genome-wide genotyping array
2016-01-15	26114229	Ashley-Koch AE	2015-06-12	J Affect Disord	www.ncbi.nlm.nih.gov/pubmed/26114229	Genome-wide association study of posttraumatic stress disorder in a cohort of Iraq-Afghanistan era veterans.	Post-traumatic stress disorder	949 non-Hispanic black individuals, 759 European ancestry individuals	NA	5q34	5	161042632	intergenic	LOC285629 - LOC105377693	285629	105377693		104006	17140	rs17504106-?	rs17504106	0	17504106	intergenic_variant	1	NR	5E-6	5.301029995663981	AA	2.97	[NR]	Illumina [up to 5616481] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002963	Genome-wide genotyping array
2016-01-15	26114229	Ashley-Koch AE	2015-06-12	J Affect Disord	www.ncbi.nlm.nih.gov/pubmed/26114229	Genome-wide association study of posttraumatic stress disorder in a cohort of Iraq-Afghanistan era veterans.	Post-traumatic stress disorder	949 non-Hispanic black individuals, 759 European ancestry individuals	NA	15q21.3	15	54423444	UNC13C	UNC13C			440279			rs73419609-?	rs73419609	0	73419609	intron_variant	0	NR	6E-6	5.221848749616356	AA	2.22	[NR]	Illumina [up to 5616481] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002963	Genome-wide genotyping array
2016-01-15	26114229	Ashley-Koch AE	2015-06-12	J Affect Disord	www.ncbi.nlm.nih.gov/pubmed/26114229	Genome-wide association study of posttraumatic stress disorder in a cohort of Iraq-Afghanistan era veterans.	Post-traumatic stress disorder	949 non-Hispanic black individuals, 759 European ancestry individuals	NA	7q33	7	136199823	intergenic	LOC105375523			105375523			rs834811-?	rs834811	0	834811	intron_variant	0	NR	7E-6	5.154901959985743	AA	1.63	[NR]	Illumina [up to 5616481] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002963	Genome-wide genotyping array
2016-01-15	26114229	Ashley-Koch AE	2015-06-12	J Affect Disord	www.ncbi.nlm.nih.gov/pubmed/26114229	Genome-wide association study of posttraumatic stress disorder in a cohort of Iraq-Afghanistan era veterans.	Post-traumatic stress disorder	949 non-Hispanic black individuals, 759 European ancestry individuals	NA	9q22.33	9	98221544	TBC1D2	TBC1D2			55357			rs7866350-?	rs7866350	0	7866350	intron_variant	0	NR	1E-6	6.0	EA	2.27	[NR]	Illumina [up to 5616481] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002963	Genome-wide genotyping array
2016-01-15	26114229	Ashley-Koch AE	2015-06-12	J Affect Disord	www.ncbi.nlm.nih.gov/pubmed/26114229	Genome-wide association study of posttraumatic stress disorder in a cohort of Iraq-Afghanistan era veterans.	Post-traumatic stress disorder	949 non-Hispanic black individuals, 759 European ancestry individuals	NA	13q21.1	13	54914870	intergenic	LOC105370213 - LOC107984565	105370213	107984565		72780	148069	rs1116255-?	rs1116255	0	1116255	intergenic_variant	1	NR	5E-6	5.301029995663981	EA	2.19	[NR]	Illumina [up to 5616481] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002963	Genome-wide genotyping array
2016-01-15	26114229	Ashley-Koch AE	2015-06-12	J Affect Disord	www.ncbi.nlm.nih.gov/pubmed/26114229	Genome-wide association study of posttraumatic stress disorder in a cohort of Iraq-Afghanistan era veterans.	Post-traumatic stress disorder	949 non-Hispanic black individuals, 759 European ancestry individuals	NA	8q22.1	8	96500749	SDC2	SDC2			6383			rs2437772-?	rs2437772	0	2437772	intron_variant	0	NR	6E-6	5.221848749616356	EA	1.79	[NR]	Illumina [up to 5616481] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002963	Genome-wide genotyping array
2016-01-15	26114229	Ashley-Koch AE	2015-06-12	J Affect Disord	www.ncbi.nlm.nih.gov/pubmed/26114229	Genome-wide association study of posttraumatic stress disorder in a cohort of Iraq-Afghanistan era veterans.	Post-traumatic stress disorder	949 non-Hispanic black individuals, 759 European ancestry individuals	NA	4p15.1	4	31288660	intergenic	LOC102723778 - LOC105374564	102723778	105374564		76985	211137	rs61793204-?	rs61793204	0	61793204	intergenic_variant	1	NR	9E-6	5.045757490560675	EA	2.5	[NR]	Illumina [up to 5616481] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002963	Genome-wide genotyping array
2015-06-24	25456346	Nievergelt CM	2014-10-30	Psychoneuroendocrinology	www.ncbi.nlm.nih.gov/pubmed/25456346	Genomic predictors of combat stress vulnerability and resilience in U.S. Marines: A genome-wide association study across multiple ancestries implicates PRTFDC1 as a potential PTSD gene.	Post-traumatic stress disorder	940 European, Hispanic, Native American, African American, East Asian and other ancestry cases, 2,554 European, Hispanic, Native American, African American, East Asian and other ancestry trauma-exposed controls	313 European ancestry cases, 178 European ancestry trauma-exposed controls	10p12.1	10	24927877	PRTFDC1	PRTFDC1			56952			rs1033962-A	rs1033962	0	1033962	intron_variant	0	0.22	2E-9	8.698970004336019		1.43	[1.31-1.55]	Illumina [21693469] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002681	Genome-wide genotyping array
2015-06-24	25456346	Nievergelt CM	2014-10-30	Psychoneuroendocrinology	www.ncbi.nlm.nih.gov/pubmed/25456346	Genomic predictors of combat stress vulnerability and resilience in U.S. Marines: A genome-wide association study across multiple ancestries implicates PRTFDC1 as a potential PTSD gene.	Post-traumatic stress disorder	940 European, Hispanic, Native American, African American, East Asian and other ancestry cases, 2,554 European, Hispanic, Native American, African American, East Asian and other ancestry trauma-exposed controls	313 European ancestry cases, 178 European ancestry trauma-exposed controls	1q24.1	1	166824980	POGK	CNN2P10 - POGK	646693	57645		27642	14424	rs2312236-T	rs2312236	0	2312236	intergenic_variant	1	0.056	3E-6	5.522878745280337	(Hispanic)	3.31	[2.81-3.81]	Illumina [21693469] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002681	Genome-wide genotyping array
2015-06-24	25456346	Nievergelt CM	2014-10-30	Psychoneuroendocrinology	www.ncbi.nlm.nih.gov/pubmed/25456346	Genomic predictors of combat stress vulnerability and resilience in U.S. Marines: A genome-wide association study across multiple ancestries implicates PRTFDC1 as a potential PTSD gene.	Post-traumatic stress disorder	940 European, Hispanic, Native American, African American, East Asian and other ancestry cases, 2,554 European, Hispanic, Native American, African American, East Asian and other ancestry trauma-exposed controls	313 European ancestry cases, 178 European ancestry trauma-exposed controls	1q32.1	1	202180311	PTPRV	PTPRVP			148713			rs4511180-A	rs4511180	0	4511180	non_coding_transcript_exon_variant	0	0.268	8E-7	6.096910013008056	(African American)	4.178	[3.62-4.74]	Illumina [21693469] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002681	Genome-wide genotyping array
